utc_timestamp,rate
2018-07-01T00:00:00:000Z,707873.0
2018-07-01T00:05:00:000Z,709625.0
2018-07-01T00:10:00:000Z,712315.0
2018-07-01T00:15:00:000Z,712260.0
2018-07-01T00:20:00:000Z,709757.0
2018-07-01T00:25:00:000Z,708918.0
2018-07-01T00:30:00:000Z,708767.0
2018-07-01T00:35:00:000Z,706413.0
2018-07-01T00:40:00:000Z,707234.0
2018-07-01T00:45:00:000Z,707030.0
2018-07-01T00:50:00:000Z,707733.0
2018-07-01T00:55:00:000Z,706442.0
2018-07-01T01:00:00:000Z,706258.0
2018-07-01T01:05:00:000Z,706438.0
2018-07-01T01:10:00:000Z,704745.0
2018-07-01T01:15:00:000Z,703998.0
2018-07-01T01:20:00:000Z,703899.0
2018-07-01T01:25:00:000Z,702067.0
2018-07-01T01:30:00:000Z,704014.0
2018-07-01T01:35:00:000Z,704795.0
2018-07-01T01:40:00:000Z,704974.0
2018-07-01T01:45:00:000Z,705236.0
2018-07-01T01:50:00:000Z,704878.0
2018-07-01T01:55:00:000Z,705711.0
2018-07-01T02:00:00:000Z,704939.0
2018-07-01T02:05:00:000Z,704440.0
2018-07-01T02:10:00:000Z,704500.0
2018-07-01T02:15:00:000Z,704499.0
2018-07-01T02:20:00:000Z,704436.0
2018-07-01T02:25:00:000Z,703524.0
2018-07-01T02:30:00:000Z,702570.0
2018-07-01T02:35:00:000Z,703433.0
2018-07-01T02:40:00:000Z,702520.0
2018-07-01T02:45:00:000Z,702829.0
2018-07-01T02:50:00:000Z,703408.0
2018-07-01T02:55:00:000Z,703850.0
2018-07-01T03:00:00:000Z,703660.0
2018-07-01T03:05:00:000Z,703249.0
2018-07-01T03:10:00:000Z,704162.0
2018-07-01T03:15:00:000Z,705213.0
2018-07-01T03:20:00:000Z,704727.0
2018-07-01T03:25:00:000Z,704757.0
2018-07-01T03:30:00:000Z,705001.0
2018-07-01T03:35:00:000Z,704087.0
2018-07-01T03:40:00:000Z,704409.0
2018-07-01T03:45:00:000Z,704502.0
2018-07-01T03:50:00:000Z,704327.0
2018-07-01T03:55:00:000Z,704503.0
2018-07-01T04:00:00:000Z,704697.0
2018-07-01T04:05:00:000Z,704009.0
2018-07-01T04:10:00:000Z,704249.0
2018-07-01T04:15:00:000Z,704002.0
2018-07-01T04:20:00:000Z,703814.0
2018-07-01T04:25:00:000Z,703526.0
2018-07-01T04:30:00:000Z,703796.0
2018-07-01T04:35:00:000Z,704499.0
2018-07-01T04:40:00:000Z,704499.0
2018-07-01T04:45:00:000Z,704421.0
2018-07-01T04:50:00:000Z,704125.0
2018-07-01T04:55:00:000Z,704180.0
2018-07-01T05:00:00:000Z,704590.0
2018-07-01T05:05:00:000Z,704738.0
2018-07-01T05:10:00:000Z,704266.0
2018-07-01T05:15:00:000Z,704357.0
2018-07-01T05:20:00:000Z,704572.0
2018-07-01T05:25:00:000Z,704506.0
2018-07-01T05:30:00:000Z,706247.0
2018-07-01T05:35:00:000Z,704209.0
2018-07-01T05:40:00:000Z,704546.0
2018-07-01T05:45:00:000Z,704749.0
2018-07-01T05:50:00:000Z,706499.0
2018-07-01T05:55:00:000Z,706251.0
2018-07-01T06:00:00:000Z,706751.0
2018-07-01T06:05:00:000Z,707646.0
2018-07-01T06:10:00:000Z,708234.0
2018-07-01T06:15:00:000Z,707001.0
2018-07-01T06:20:00:000Z,706093.0
2018-07-01T06:25:00:000Z,706458.0
2018-07-01T06:30:00:000Z,706742.0
2018-07-01T06:35:00:000Z,706478.0
2018-07-01T06:40:00:000Z,706735.0
2018-07-01T06:45:00:000Z,706559.0
2018-07-01T06:50:00:000Z,706251.0
2018-07-01T06:55:00:000Z,706188.0
2018-07-01T07:00:00:000Z,705189.0
2018-07-01T07:05:00:000Z,706505.0
2018-07-01T07:10:00:000Z,705858.0
2018-07-01T07:15:00:000Z,705581.0
2018-07-01T07:20:00:000Z,706226.0
2018-07-01T07:25:00:000Z,706770.0
2018-07-01T07:30:00:000Z,706431.0
2018-07-01T07:35:00:000Z,706898.0
2018-07-01T07:40:00:000Z,707167.0
2018-07-01T07:45:00:000Z,707234.0
2018-07-01T07:50:00:000Z,706907.0
2018-07-01T07:55:00:000Z,706294.0
2018-07-01T08:00:00:000Z,706319.0
2018-07-01T08:05:00:000Z,705806.0
2018-07-01T08:10:00:000Z,706018.0
2018-07-01T08:15:00:000Z,705691.0
2018-07-01T08:20:00:000Z,705512.0
2018-07-01T08:25:00:000Z,706310.0
2018-07-01T08:30:00:000Z,705858.0
2018-07-01T08:35:00:000Z,706320.0
2018-07-01T08:40:00:000Z,706503.0
2018-07-01T08:45:00:000Z,706260.0
2018-07-01T08:50:00:000Z,706980.0
2018-07-01T08:55:00:000Z,706501.0
2018-07-01T09:00:00:000Z,706691.0
2018-07-01T09:05:00:000Z,706560.0
2018-07-01T09:10:00:000Z,707085.0
2018-07-01T09:15:00:000Z,707068.0
2018-07-01T09:20:00:000Z,707285.0
2018-07-01T09:25:00:000Z,706702.0
2018-07-01T09:30:00:000Z,706736.0
2018-07-01T09:35:00:000Z,706083.0
2018-07-01T09:40:00:000Z,706463.0
2018-07-01T09:45:00:000Z,706258.0
2018-07-01T09:50:00:000Z,706000.0
2018-07-01T09:55:00:000Z,705551.0
2018-07-01T10:00:00:000Z,704749.0
2018-07-01T10:05:00:000Z,704549.0
2018-07-01T10:10:00:000Z,705428.0
2018-07-01T10:15:00:000Z,705052.0
2018-07-01T10:20:00:000Z,705500.0
2018-07-01T10:25:00:000Z,705314.0
2018-07-01T10:30:00:000Z,705271.0
2018-07-01T10:35:00:000Z,705200.0
2018-07-01T10:40:00:000Z,705046.0
2018-07-01T10:45:00:000Z,705158.0
2018-07-01T10:50:00:000Z,705476.0
2018-07-01T10:55:00:000Z,705572.0
2018-07-01T11:00:00:000Z,705580.0
2018-07-01T11:05:00:000Z,705903.0
2018-07-01T11:10:00:000Z,705751.0
2018-07-01T11:15:00:000Z,705550.0
2018-07-01T11:20:00:000Z,704916.0
2018-07-01T11:25:00:000Z,704499.0
2018-07-01T11:30:00:000Z,705197.0
2018-07-01T11:35:00:000Z,705257.0
2018-07-01T11:40:00:000Z,705505.0
2018-07-01T11:45:00:000Z,705749.0
2018-07-01T11:50:00:000Z,705519.0
2018-07-01T11:55:00:000Z,705249.0
2018-07-01T12:00:00:000Z,705749.0
2018-07-01T12:05:00:000Z,705827.0
2018-07-01T12:10:00:000Z,705929.0
2018-07-01T12:15:00:000Z,704999.0
2018-07-01T12:20:00:000Z,704751.0
2018-07-01T12:25:00:000Z,704862.0
2018-07-01T12:30:00:000Z,704826.0
2018-07-01T12:35:00:000Z,704751.0
2018-07-01T12:40:00:000Z,704955.0
2018-07-01T12:45:00:000Z,704524.0
2018-07-01T12:50:00:000Z,704749.0
2018-07-01T12:55:00:000Z,704673.0
2018-07-01T13:00:00:000Z,704199.0
2018-07-01T13:05:00:000Z,703907.0
2018-07-01T13:10:00:000Z,703827.0
2018-07-01T13:15:00:000Z,704249.0
2018-07-01T13:20:00:000Z,703931.0
2018-07-01T13:25:00:000Z,704000.0
2018-07-01T13:30:00:000Z,704120.0
2018-07-01T13:35:00:000Z,703839.0
2018-07-01T13:40:00:000Z,703592.0
2018-07-01T13:45:00:000Z,703781.0
2018-07-01T13:50:00:000Z,703423.0
2018-07-01T13:55:00:000Z,702667.0
2018-07-01T14:00:00:000Z,703076.0
2018-07-01T14:05:00:000Z,703405.0
2018-07-01T14:10:00:000Z,703304.0
2018-07-01T14:15:00:000Z,703141.0
2018-07-01T14:20:00:000Z,702794.0
2018-07-01T14:25:00:000Z,702916.0
2018-07-01T14:30:00:000Z,702432.0
2018-07-01T14:35:00:000Z,701788.0
2018-07-01T14:40:00:000Z,698340.0
2018-07-01T14:45:00:000Z,699088.0
2018-07-01T14:50:00:000Z,698660.0
2018-07-01T14:55:00:000Z,699191.0
2018-07-01T15:00:00:000Z,698203.0
2018-07-01T15:05:00:000Z,699006.0
2018-07-01T15:10:00:000Z,698949.0
2018-07-01T15:15:00:000Z,698328.0
2018-07-01T15:20:00:000Z,698495.0
2018-07-01T15:25:00:000Z,699327.0
2018-07-01T15:30:00:000Z,698642.0
2018-07-01T15:35:00:000Z,698000.0
2018-07-01T15:40:00:000Z,696522.0
2018-07-01T15:45:00:000Z,696642.0
2018-07-01T15:50:00:000Z,697712.0
2018-07-01T15:55:00:000Z,696923.0
2018-07-01T16:00:00:000Z,699874.0
2018-07-01T16:05:00:000Z,699299.0
2018-07-01T16:10:00:000Z,699358.0
2018-07-01T16:15:00:000Z,700394.0
2018-07-01T16:20:00:000Z,699721.0
2018-07-01T16:25:00:000Z,700124.0
2018-07-01T16:30:00:000Z,699348.0
2018-07-01T16:35:00:000Z,699500.0
2018-07-01T16:40:00:000Z,699200.0
2018-07-01T16:45:00:000Z,698973.0
2018-07-01T16:50:00:000Z,698988.0
2018-07-01T16:55:00:000Z,699965.0
2018-07-01T17:00:00:000Z,699489.0
2018-07-01T17:05:00:000Z,700253.0
2018-07-01T17:10:00:000Z,700465.0
2018-07-01T17:15:00:000Z,700573.0
2018-07-01T17:20:00:000Z,701055.0
2018-07-01T17:25:00:000Z,700800.0
2018-07-01T17:30:00:000Z,701439.0
