utc_timestamp,rate
2018-03-01T00:00:00:000Z,1080353.0
2018-03-01T00:05:00:000Z,1073474.0
2018-03-01T00:10:00:000Z,1072156.0
2018-03-01T00:15:00:000Z,1072153.0
2018-03-01T00:20:00:000Z,1074857.0
2018-03-01T00:25:00:000Z,1079395.0
2018-03-01T00:30:00:000Z,1078998.0
2018-03-01T00:35:00:000Z,1078096.0
2018-03-01T00:40:00:000Z,1078683.0
2018-03-01T00:45:00:000Z,1080925.0
2018-03-01T00:50:00:000Z,1078779.0
2018-03-01T00:55:00:000Z,1082592.0
2018-03-01T01:00:00:000Z,1082613.0
2018-03-01T01:05:00:000Z,1081999.0
2018-03-01T01:10:00:000Z,1082370.0
2018-03-01T01:15:00:000Z,1079004.0
2018-03-01T01:20:00:000Z,1082142.0
2018-03-01T01:25:00:000Z,1085307.0
2018-03-01T01:30:00:000Z,1086029.0
2018-03-01T01:35:00:000Z,1085452.0
2018-03-01T01:40:00:000Z,1085502.0
2018-03-01T01:45:00:000Z,1085249.0
2018-03-01T01:50:00:000Z,1084999.0
2018-03-01T01:55:00:000Z,1101503.0
2018-03-01T02:00:00:000Z,1100800.0
2018-03-01T02:05:00:000Z,1101269.0
2018-03-01T02:10:00:000Z,1099900.0
2018-03-01T02:15:00:000Z,1097989.0
2018-03-01T02:20:00:000Z,1098192.0
2018-03-01T02:25:00:000Z,1096999.0
2018-03-01T02:30:00:000Z,1097506.0
2018-03-01T02:35:00:000Z,1098756.0
2018-03-01T02:40:00:000Z,1091559.0
2018-03-01T02:45:00:000Z,1094740.0
2018-03-01T02:50:00:000Z,1096700.0
2018-03-01T02:55:00:000Z,1094878.0
2018-03-01T03:00:00:000Z,1095000.0
2018-03-01T03:05:00:000Z,1100519.0
2018-03-01T03:10:00:000Z,1099840.0
2018-03-01T03:15:00:000Z,1100499.0
2018-03-01T03:20:00:000Z,1101173.0
2018-03-01T03:25:00:000Z,1100139.0
2018-03-01T03:30:00:000Z,1099001.0
2018-03-01T03:35:00:000Z,1098004.0
2018-03-01T03:40:00:000Z,1097987.0
2018-03-01T03:45:00:000Z,1093423.0
2018-03-01T03:50:00:000Z,1098083.0
2018-03-01T03:55:00:000Z,1100001.0
2018-03-01T04:00:00:000Z,1101439.0
2018-03-01T04:05:00:000Z,1102352.0
2018-03-01T04:10:00:000Z,1103016.0
2018-03-01T04:15:00:000Z,1108011.0
2018-03-01T04:20:00:000Z,1107209.0
2018-03-01T04:25:00:000Z,1109001.0
2018-03-01T04:30:00:000Z,1113308.0
2018-03-01T04:35:00:000Z,1113178.0
2018-03-01T04:40:00:000Z,1105999.0
2018-03-01T04:45:00:000Z,1107534.0
2018-03-01T04:50:00:000Z,1111424.0
2018-03-01T04:55:00:000Z,1113701.0
2018-03-01T05:00:00:000Z,1111730.0
2018-03-01T05:05:00:000Z,1109738.0
2018-03-01T05:10:00:000Z,1108006.0
2018-03-01T05:15:00:000Z,1106769.0
2018-03-01T05:20:00:000Z,1107520.0
2018-03-01T05:25:00:000Z,1108000.0
2018-03-01T05:30:00:000Z,1106560.0
2018-03-01T05:35:00:000Z,1109500.0
2018-03-01T05:40:00:000Z,1109314.0
2018-03-01T05:45:00:000Z,1107001.0
2018-03-01T05:50:00:000Z,1107797.0
2018-03-01T05:55:00:000Z,1108012.0
2018-03-01T06:00:00:000Z,1106371.0
2018-03-01T06:05:00:000Z,1102647.0
2018-03-01T06:10:00:000Z,1103301.0
2018-03-01T06:15:00:000Z,1103362.0
2018-03-01T06:20:00:000Z,1102815.0
2018-03-01T06:25:00:000Z,1102127.0
2018-03-01T06:30:00:000Z,1099666.0
2018-03-01T06:35:00:000Z,1102829.0
2018-03-01T06:40:00:000Z,1106300.0
2018-03-01T06:45:00:000Z,1105589.0
2018-03-01T06:50:00:000Z,1104000.0
2018-03-01T06:55:00:000Z,1103300.0
2018-03-01T07:00:00:000Z,1106712.0
2018-03-01T07:05:00:000Z,1107999.0
2018-03-01T07:10:00:000Z,1106000.0
2018-03-01T07:15:00:000Z,1106656.0
2018-03-01T07:20:00:000Z,1108985.0
2018-03-01T07:25:00:000Z,1112004.0
2018-03-01T07:30:00:000Z,1117999.0
2018-03-01T07:35:00:000Z,1115376.0
2018-03-01T07:40:00:000Z,1115520.0
2018-03-01T07:45:00:000Z,1113983.0
2018-03-01T07:50:00:000Z,1117157.0
2018-03-01T07:55:00:000Z,1115149.0
2018-03-01T08:00:00:000Z,1116133.0
2018-03-01T08:05:00:000Z,1121000.0
2018-03-01T08:10:00:000Z,1120899.0
2018-03-01T08:15:00:000Z,1123088.0
2018-03-01T08:20:00:000Z,1124000.0
2018-03-01T08:25:00:000Z,1122668.0
2018-03-01T08:30:00:000Z,1121134.0
2018-03-01T08:35:00:000Z,1124435.0
2018-03-01T08:40:00:000Z,1124219.0
2018-03-01T08:45:00:000Z,1120973.0
2018-03-01T08:50:00:000Z,1120774.0
2018-03-01T08:55:00:000Z,1122161.0
