utc_timestamp,rate
2021-03-01T00:00:00:000Z,4819912.0
2021-03-01T00:05:00:000Z,4807370.0
2021-03-01T00:10:00:000Z,4829376.0
2021-03-01T00:15:00:000Z,4850544.0
2021-03-01T00:20:00:000Z,4913646.0
2021-03-01T00:25:00:000Z,4914559.0
2021-03-01T00:30:00:000Z,4915001.0
2021-03-01T00:35:00:000Z,4946711.0
2021-03-01T00:40:00:000Z,4945414.0
2021-03-01T00:45:00:000Z,4928587.0
2021-03-01T00:50:00:000Z,4925337.0
2021-03-01T00:55:00:000Z,4940000.0
2021-03-01T01:00:00:000Z,4932883.0
2021-03-01T01:05:00:000Z,4923000.0
2021-03-01T01:10:00:000Z,4925490.0
2021-03-01T01:15:00:000Z,4917433.0
2021-03-01T01:20:00:000Z,4921041.0
2021-03-01T01:25:00:000Z,4923295.0
2021-03-01T01:30:00:000Z,4923760.0
2021-03-01T01:35:00:000Z,4943023.0
2021-03-01T01:40:00:000Z,4936000.0
2021-03-01T01:45:00:000Z,4940000.0
2021-03-01T01:50:00:000Z,4945894.0
2021-03-01T01:55:00:000Z,4943270.0
2021-03-01T02:00:00:000Z,4935470.0
2021-03-01T02:05:00:000Z,4941559.0
2021-03-01T02:10:00:000Z,4946958.0
2021-03-01T02:15:00:000Z,4959359.0
2021-03-01T02:20:00:000Z,4949362.0
2021-03-01T02:25:00:000Z,4984964.0
2021-03-01T02:30:00:000Z,4985000.0
2021-03-01T02:35:00:000Z,4989965.0
2021-03-01T02:40:00:000Z,4985602.0
2021-03-01T02:45:00:000Z,4983570.0
2021-03-01T02:50:00:000Z,4978324.0
2021-03-01T02:55:00:000Z,4972778.0
2021-03-01T03:00:00:000Z,4965001.0
2021-03-01T03:05:00:000Z,4969890.0
2021-03-01T03:10:00:000Z,4952000.0
2021-03-01T03:15:00:000Z,4959996.0
2021-03-01T03:20:00:000Z,4966837.0
2021-03-01T03:25:00:000Z,4964670.0
2021-03-01T03:30:00:000Z,4968379.0
2021-03-01T03:35:00:000Z,4958666.0
2021-03-01T03:40:00:000Z,4955575.0
2021-03-01T03:45:00:000Z,4951726.0
2021-03-01T03:50:00:000Z,4950738.0
2021-03-01T03:55:00:000Z,4958493.0
2021-03-01T04:00:00:000Z,4949894.0
2021-03-01T04:05:00:000Z,4957980.0
2021-03-01T04:10:00:000Z,4957101.0
2021-03-01T04:15:00:000Z,4945677.0
2021-03-01T04:20:00:000Z,4925674.0
2021-03-01T04:25:00:000Z,4921051.0
2021-03-01T04:30:00:000Z,4928000.0
2021-03-01T04:35:00:000Z,4926483.0
2021-03-01T04:40:00:000Z,4920323.0
2021-03-01T04:45:00:000Z,4936250.0
2021-03-01T04:50:00:000Z,4946720.0
2021-03-01T04:55:00:000Z,4951009.0
2021-03-01T05:00:00:000Z,4953967.0
2021-03-01T05:05:00:000Z,4944900.0
2021-03-01T05:10:00:000Z,4941597.0
2021-03-01T05:15:00:000Z,4938873.0
2021-03-01T05:20:00:000Z,4932005.0
2021-03-01T05:25:00:000Z,4938332.0
2021-03-01T05:30:00:000Z,4913770.0
2021-03-01T05:35:00:000Z,4928910.0
2021-03-01T05:40:00:000Z,4923818.0
2021-03-01T05:45:00:000Z,4921304.0
2021-03-01T05:50:00:000Z,4918594.0
2021-03-01T05:55:00:000Z,4917074.0
2021-03-01T06:00:00:000Z,4929999.0
2021-03-01T06:05:00:000Z,4924999.0
2021-03-01T06:10:00:000Z,4932006.0
2021-03-01T06:15:00:000Z,4936463.0
2021-03-01T06:20:00:000Z,4939983.0
2021-03-01T06:25:00:000Z,4930716.0
2021-03-01T06:30:00:000Z,4937057.0
2021-03-01T06:35:00:000Z,4924450.0
2021-03-01T06:40:00:000Z,4904329.0
2021-03-01T06:45:00:000Z,4890087.0
2021-03-01T06:50:00:000Z,4870756.0
2021-03-01T06:55:00:000Z,4889801.0
2021-03-01T07:00:00:000Z,4894283.0
2021-03-01T07:05:00:000Z,4919892.0
2021-03-01T07:10:00:000Z,4909566.0
2021-03-01T07:15:00:000Z,4922000.0
2021-03-01T07:20:00:000Z,4920000.0
2021-03-01T07:25:00:000Z,4913758.0
2021-03-01T07:30:00:000Z,4915546.0
2021-03-01T07:35:00:000Z,4897272.0
2021-03-01T07:40:00:000Z,4908948.0
2021-03-01T07:45:00:000Z,4910124.0
2021-03-01T07:50:00:000Z,4901247.0
2021-03-01T07:55:00:000Z,4916664.0
2021-03-01T08:00:00:000Z,4933647.0
2021-03-01T08:05:00:000Z,4946353.0
2021-03-01T08:10:00:000Z,4964874.0
2021-03-01T08:15:00:000Z,4961440.0
2021-03-01T08:20:00:000Z,4967207.0
2021-03-01T08:25:00:000Z,5000999.0
2021-03-01T08:30:00:000Z,4999974.0
2021-03-01T08:35:00:000Z,5005000.0
2021-03-01T08:40:00:000Z,5028273.0
2021-03-01T08:45:00:000Z,5031000.0
2021-03-01T08:50:00:000Z,5035008.0
2021-03-01T08:55:00:000Z,5038001.0
2021-03-01T09:00:00:000Z,5027501.0
2021-03-01T09:05:00:000Z,5019499.0
2021-03-01T09:10:00:000Z,5060113.0
2021-03-01T09:15:00:000Z,5055481.0
2021-03-01T09:20:00:000Z,5060000.0
2021-03-01T09:25:00:000Z,5051318.0
2021-03-01T09:30:00:000Z,5044124.0
2021-03-01T09:35:00:000Z,5053529.0
2021-03-01T09:40:00:000Z,5055444.0
2021-03-01T09:45:00:000Z,5074999.0
2021-03-01T09:50:00:000Z,5067800.0
2021-03-01T09:55:00:000Z,5057794.0
2021-03-01T10:00:00:000Z,5063615.0
2021-03-01T10:05:00:000Z,5043814.0
2021-03-01T10:10:00:000Z,5037351.0
2021-03-01T10:15:00:000Z,5051392.0
2021-03-01T10:20:00:000Z,5061822.0
