utc_timestamp,rate
2019-05-01T00:00:00:000Z,587817.0
2019-05-01T00:05:00:000Z,587705.0
2019-05-01T00:10:00:000Z,588280.0
2019-05-01T00:15:00:000Z,588503.0
2019-05-01T00:20:00:000Z,589990.0
2019-05-01T00:25:00:000Z,592228.0
2019-05-01T00:30:00:000Z,591700.0
2019-05-01T00:35:00:000Z,592342.0
2019-05-01T00:40:00:000Z,591539.0
2019-05-01T00:45:00:000Z,591300.0
2019-05-01T00:50:00:000Z,590852.0
2019-05-01T00:55:00:000Z,591044.0
2019-05-01T01:00:00:000Z,590976.0
2019-05-01T01:05:00:000Z,591677.0
2019-05-01T01:10:00:000Z,591923.0
2019-05-01T01:15:00:000Z,591484.0
2019-05-01T01:20:00:000Z,591916.0
2019-05-01T01:25:00:000Z,591615.0
2019-05-01T01:30:00:000Z,591077.0
2019-05-01T01:35:00:000Z,591632.0
2019-05-01T01:40:00:000Z,591455.0
2019-05-01T01:45:00:000Z,591414.0
2019-05-01T01:50:00:000Z,591386.0
2019-05-01T01:55:00:000Z,591349.0
2019-05-01T02:00:00:000Z,591538.0
2019-05-01T02:05:00:000Z,592152.0
2019-05-01T02:10:00:000Z,593077.0
2019-05-01T02:15:00:000Z,592567.0
2019-05-01T02:20:00:000Z,594775.0
2019-05-01T02:25:00:000Z,594084.0
2019-05-01T02:30:00:000Z,594292.0
2019-05-01T02:35:00:000Z,594958.0
2019-05-01T02:40:00:000Z,594533.0
2019-05-01T02:45:00:000Z,594102.0
2019-05-01T02:50:00:000Z,593933.0
2019-05-01T02:55:00:000Z,594008.0
2019-05-01T03:00:00:000Z,593918.0
2019-05-01T03:05:00:000Z,594113.0
2019-05-01T03:10:00:000Z,594558.0
2019-05-01T03:15:00:000Z,594128.0
2019-05-01T03:20:00:000Z,593547.0
2019-05-01T03:25:00:000Z,593110.0
2019-05-01T03:30:00:000Z,593334.0
2019-05-01T03:35:00:000Z,592398.0
2019-05-01T03:40:00:000Z,592256.0
2019-05-01T03:45:00:000Z,592832.0
2019-05-01T03:50:00:000Z,592589.0
2019-05-01T03:55:00:000Z,592792.0
2019-05-01T04:00:00:000Z,593432.0
2019-05-01T04:05:00:000Z,593158.0
2019-05-01T04:10:00:000Z,594035.0
2019-05-01T04:15:00:000Z,593601.0
2019-05-01T04:20:00:000Z,594107.0
2019-05-01T04:25:00:000Z,593960.0
2019-05-01T04:30:00:000Z,593600.0
2019-05-01T04:35:00:000Z,593040.0
2019-05-01T04:40:00:000Z,593017.0
2019-05-01T04:45:00:000Z,592507.0
2019-05-01T04:50:00:000Z,593047.0
2019-05-01T04:55:00:000Z,593400.0
2019-05-01T05:00:00:000Z,593312.0
2019-05-01T05:05:00:000Z,593126.0
2019-05-01T05:10:00:000Z,593908.0
2019-05-01T05:15:00:000Z,593632.0
2019-05-01T05:20:00:000Z,593747.0
2019-05-01T05:25:00:000Z,594061.0
2019-05-01T05:30:00:000Z,593820.0
2019-05-01T05:35:00:000Z,594169.0
2019-05-01T05:40:00:000Z,593800.0
2019-05-01T05:45:00:000Z,593861.0
2019-05-01T05:50:00:000Z,593788.0
2019-05-01T05:55:00:000Z,593716.0
2019-05-01T06:00:00:000Z,593647.0
2019-05-01T06:05:00:000Z,593449.0
2019-05-01T06:10:00:000Z,593491.0
2019-05-01T06:15:00:000Z,593481.0
2019-05-01T06:20:00:000Z,593373.0
2019-05-01T06:25:00:000Z,593326.0
2019-05-01T06:30:00:000Z,593703.0
2019-05-01T06:35:00:000Z,593703.0
2019-05-01T06:40:00:000Z,593657.0
2019-05-01T06:45:00:000Z,593872.0
2019-05-01T06:50:00:000Z,593760.0
2019-05-01T06:55:00:000Z,593779.0
2019-05-01T07:00:00:000Z,594555.0
2019-05-01T07:05:00:000Z,594098.0
2019-05-01T07:10:00:000Z,594251.0
2019-05-01T07:15:00:000Z,594039.0
2019-05-01T07:20:00:000Z,594011.0
2019-05-01T07:25:00:000Z,593828.0
2019-05-01T07:30:00:000Z,593517.0
2019-05-01T07:35:00:000Z,593494.0
2019-05-01T07:40:00:000Z,593446.0
2019-05-01T07:45:00:000Z,593274.0
2019-05-01T07:50:00:000Z,593412.0
2019-05-01T07:55:00:000Z,593476.0
2019-05-01T08:00:00:000Z,593444.0
2019-05-01T08:05:00:000Z,592765.0
2019-05-01T08:10:00:000Z,592628.0
2019-05-01T08:15:00:000Z,592724.0
2019-05-01T08:20:00:000Z,592214.0
2019-05-01T08:25:00:000Z,591297.0
2019-05-01T08:30:00:000Z,591397.0
2019-05-01T08:35:00:000Z,590980.0
2019-05-01T08:40:00:000Z,591339.0
